sku,date,units_sold
SKU-001-PANTRY,2025-08-30,217.3
SKU-001-PANTRY,2025-08-31,238.3
SKU-001-PANTRY,2025-09-01,240.6
SKU-001-PANTRY,2025-09-02,233.1
SKU-001-PANTRY,2025-09-03,205.3
SKU-001-PANTRY,2025-09-04,200.2
SKU-001-PANTRY,2025-09-05,190.0
SKU-001-PANTRY,2025-09-06,188.0
SKU-001-PANTRY,2025-09-07,224.0
SKU-001-PANTRY,2025-09-08,245.3
SKU-001-PANTRY,2025-09-09,232.7
SKU-001-PANTRY,2025-09-10,197.3
SKU-001-PANTRY,2025-09-11,198.3
SKU-001-PANTRY,2025-09-12,194.7
SKU-001-PANTRY,2025-09-13,210.1
SKU-001-PANTRY,2025-09-14,241.9
SKU-001-PANTRY,2025-09-15,229.9
SKU-001-PANTRY,2025-09-16,232.5
SKU-001-PANTRY,2025-09-17,200.8
SKU-001-PANTRY,2025-09-18,197.3
SKU-001-PANTRY,2025-09-19,197.3
SKU-001-PANTRY,2025-09-20,204.6
SKU-001-PANTRY,2025-09-21,228.6
SKU-001-PANTRY,2025-09-22,220.1
SKU-001-PANTRY,2025-09-23,228.7
SKU-001-PANTRY,2025-09-24,185.7
SKU-001-PANTRY,2025-09-25,207.4
SKU-001-PANTRY,2025-09-26,193.2
SKU-001-PANTRY,2025-09-27,176.5
SKU-001-PANTRY,2025-09-28,183.8
SKU-001-PANTRY,2025-09-29,241.5
SKU-001-PANTRY,2025-09-30,207.1
SKU-001-PANTRY,2025-10-01,202.5
SKU-001-PANTRY,2025-10-02,162.0
SKU-001-PANTRY,2025-10-03,176.4
SKU-001-PANTRY,2025-10-04,183.2
SKU-001-PANTRY,2025-10-05,219.0
SKU-001-PANTRY,2025-10-06,218.1
SKU-001-PANTRY,2025-10-07,231.4
SKU-001-PANTRY,2025-10-08,183.2
SKU-001-PANTRY,2025-10-09,189.3
SKU-001-PANTRY,2025-10-10,171.7
SKU-001-PANTRY,2025-10-11,193.7
SKU-001-PANTRY,2025-10-12,189.3
SKU-001-PANTRY,2025-10-13,197.7
SKU-001-PANTRY,2025-10-14,222.8
SKU-001-PANTRY,2025-10-15,174.3
SKU-001-PANTRY,2025-10-16,166.6
SKU-001-PANTRY,2025-10-17,164.8
SKU-001-PANTRY,2025-10-18,173.4
SKU-001-PANTRY,2025-10-19,207.6
SKU-001-PANTRY,2025-10-20,198.7
SKU-001-PANTRY,2025-10-21,192.9
SKU-001-PANTRY,2025-10-22,197.0
SKU-001-PANTRY,2025-10-23,158.1
SKU-001-PANTRY,2025-10-24,174.7
SKU-001-PANTRY,2025-10-25,189.3
SKU-001-PANTRY,2025-10-26,220.6
SKU-001-PANTRY,2025-10-27,218.2
SKU-001-PANTRY,2025-10-28,182.4
SKU-001-PANTRY,2025-10-29,175.5
SKU-001-PANTRY,2025-10-30,160.1
SKU-001-PANTRY,2025-10-31,177.9
SKU-001-PANTRY,2025-11-01,183.0
SKU-001-PANTRY,2025-11-02,194.1
SKU-001-PANTRY,2025-11-03,215.6
SKU-001-PANTRY,2025-11-04,197.8
SKU-001-PANTRY,2025-11-05,187.6
SKU-001-PANTRY,2025-11-06,164.7
SKU-001-PANTRY,2025-11-07,174.3
SKU-001-PANTRY,2025-11-08,180.8
SKU-001-PANTRY,2025-11-09,209.9
SKU-001-PANTRY,2025-11-10,208.3
SKU-001-PANTRY,2025-11-11,208.7
SKU-001-PANTRY,2025-11-12,177.4
SKU-001-PANTRY,2025-11-13,168.8
SKU-001-PANTRY,2025-11-14,162.0
SKU-001-PANTRY,2025-11-15,173.6
SKU-001-PANTRY,2025-11-16,191.3
SKU-001-PANTRY,2025-11-17,203.6
SKU-001-PANTRY,2025-11-18,204.4
SKU-001-PANTRY,2025-11-19,150.3
SKU-001-PANTRY,2025-11-20,174.7
SKU-001-PANTRY,2025-11-21,129.7
SKU-001-PANTRY,2025-11-22,171.7
SKU-001-PANTRY,2025-11-23,191.3
SKU-001-PANTRY,2025-11-24,214.8
SKU-001-PANTRY,2025-11-25,200.6
SKU-001-PANTRY,2025-11-26,176.4
SKU-001-PANTRY,2025-11-27,160.0
SKU-001-PANTRY,2025-11-28,168.7
SKU-001-PANTRY,2025-11-29,201.3
SKU-001-PANTRY,2025-11-30,199.2
SKU-001-PANTRY,2025-12-01,180.6
SKU-001-PANTRY,2025-12-02,192.3
SKU-001-PANTRY,2025-12-03,181.6
SKU-001-PANTRY,2025-12-04,198.4
SKU-001-PANTRY,2025-12-05,147.9
SKU-001-PANTRY,2025-12-06,168.6
SKU-001-PANTRY,2025-12-07,201.2
SKU-001-PANTRY,2025-12-08,209.2
SKU-001-PANTRY,2025-12-09,181.4
SKU-001-PANTRY,2025-12-10,188.0
SKU-001-PANTRY,2025-12-11,143.0
SKU-001-PANTRY,2025-12-12,154.1
SKU-001-PANTRY,2025-12-13,189.3
SKU-001-PANTRY,2025-12-14,179.1
SKU-001-PANTRY,2025-12-15,201.6
SKU-001-PANTRY,2025-12-16,217.9
SKU-001-PANTRY,2025-12-17,174.1
SKU-001-PANTRY,2025-12-18,146.9
SKU-001-PANTRY,2025-12-19,151.1
SKU-001-PANTRY,2025-12-20,184.2
SKU-001-PANTRY,2025-12-21,177.0
SKU-001-PANTRY,2025-12-22,199.1
SKU-001-PANTRY,2025-12-23,181.4
SKU-001-PANTRY,2025-12-24,164.4
SKU-001-PANTRY,2025-12-25,176.1
SKU-001-PANTRY,2025-12-26,158.3
SKU-001-PANTRY,2025-12-27,170.2
SKU-001-PANTRY,2025-12-28,202.3
SKU-001-PANTRY,2025-12-29,199.6
SKU-001-PANTRY,2025-12-30,186.0
SKU-002-BEVERAGE,2024-01-01,264.6
SKU-002-BEVERAGE,2024-01-02,247.4
SKU-002-BEVERAGE,2024-01-03,183.6
SKU-002-BEVERAGE,2024-01-04,183.5
SKU-002-BEVERAGE,2024-01-05,195.1
SKU-002-BEVERAGE,2024-01-06,203.8
SKU-002-BEVERAGE,2024-01-07,238.8
SKU-002-BEVERAGE,2024-01-08,225.2
SKU-002-BEVERAGE,2024-01-09,232.9
SKU-002-BEVERAGE,2024-01-10,168.9
SKU-002-BEVERAGE,2024-01-11,194.8
SKU-002-BEVERAGE,2024-01-12,169.7
SKU-002-BEVERAGE,2024-01-13,222.9
SKU-002-BEVERAGE,2024-01-14,220.0
SKU-002-BEVERAGE,2024-01-15,267.7
SKU-002-BEVERAGE,2024-01-16,211.1
SKU-002-BEVERAGE,2024-01-17,199.9
SKU-002-BEVERAGE,2024-01-18,189.2
SKU-002-BEVERAGE,2024-01-19,184.0
SKU-002-BEVERAGE,2024-01-20,202.8
SKU-002-BEVERAGE,2024-01-21,209.1
SKU-002-BEVERAGE,2024-01-22,280.9
SKU-002-BEVERAGE,2024-01-23,256.8
SKU-002-BEVERAGE,2024-01-24,233.1
SKU-002-BEVERAGE,2024-01-25,205.1
SKU-002-BEVERAGE,2024-01-26,176.2
SKU-002-BEVERAGE,2024-01-27,216.5
SKU-002-BEVERAGE,2024-01-28,292.5
SKU-002-BEVERAGE,2024-01-29,247.4
SKU-002-BEVERAGE,2024-01-30,258.1
SKU-002-BEVERAGE,2024-01-31,208.2
SKU-002-BEVERAGE,2024-02-01,222.4
SKU-002-BEVERAGE,2024-02-02,192.2
SKU-002-BEVERAGE,2024-02-03,196.6
SKU-002-BEVERAGE,2024-02-04,239.7
SKU-002-BEVERAGE,2024-02-05,243.3
SKU-002-BEVERAGE,2024-02-06,215.6
SKU-002-BEVERAGE,2024-02-07,175.4
SKU-002-BEVERAGE,2024-02-08,183.9
SKU-002-BEVERAGE,2024-02-09,175.0
SKU-002-BEVERAGE,2024-02-10,224.8
SKU-002-BEVERAGE,2024-02-11,242.4
SKU-002-BEVERAGE,2024-02-12,279.7
SKU-002-BEVERAGE,2024-02-13,296.1
SKU-002-BEVERAGE,2024-02-14,210.2
SKU-002-BEVERAGE,2024-02-15,182.0
SKU-002-BEVERAGE,2024-02-16,220.5
SKU-002-BEVERAGE,2024-02-17,271.9
SKU-002-BEVERAGE,2024-02-18,248.6
SKU-002-BEVERAGE,2024-02-19,252.0
SKU-002-BEVERAGE,2024-02-20,265.7
SKU-002-BEVERAGE,2024-02-21,231.5
SKU-002-BEVERAGE,2024-02-22,224.3
SKU-002-BEVERAGE,2024-02-23,190.6
SKU-002-BEVERAGE,2024-02-24,231.8
SKU-002-BEVERAGE,2024-02-25,266.2
SKU-002-BEVERAGE,2024-02-26,261.5
SKU-002-BEVERAGE,2024-02-27,249.9
SKU-002-BEVERAGE,2024-02-28,254.5
SKU-002-BEVERAGE,2024-02-29,228.8
SKU-002-BEVERAGE,2024-03-01,203.0
SKU-002-BEVERAGE,2024-03-02,272.7
SKU-002-BEVERAGE,2024-03-03,296.6
SKU-002-BEVERAGE,2024-03-04,306.4
SKU-002-BEVERAGE,2024-03-05,297.3
SKU-002-BEVERAGE,2024-03-06,260.5
SKU-002-BEVERAGE,2024-03-07,239.8
SKU-002-BEVERAGE,2024-03-08,241.0
SKU-002-BEVERAGE,2024-03-09,253.2
SKU-002-BEVERAGE,2024-03-10,249.8
SKU-002-BEVERAGE,2024-03-11,302.7
SKU-002-BEVERAGE,2024-03-12,278.7
SKU-002-BEVERAGE,2024-03-13,240.1
SKU-002-BEVERAGE,2024-03-14,245.3
SKU-002-BEVERAGE,2024-03-15,200.4
SKU-002-BEVERAGE,2024-03-16,274.8
SKU-002-BEVERAGE,2024-03-17,283.3
SKU-002-BEVERAGE,2024-03-18,290.9
SKU-002-BEVERAGE,2024-03-19,285.7
SKU-002-BEVERAGE,2024-03-20,312.3
SKU-002-BEVERAGE,2024-03-21,269.0
SKU-002-BEVERAGE,2024-03-22,235.5
SKU-002-BEVERAGE,2024-03-23,286.9
SKU-002-BEVERAGE,2024-03-24,335.3
SKU-002-BEVERAGE,2024-03-25,305.0
SKU-002-BEVERAGE,2024-03-26,304.0
SKU-002-BEVERAGE,2024-03-27,294.0
SKU-002-BEVERAGE,2024-03-28,257.0
SKU-002-BEVERAGE,2024-03-29,241.4
SKU-002-BEVERAGE,2024-03-30,304.7
SKU-002-BEVERAGE,2024-03-31,319.5
SKU-002-BEVERAGE,2024-04-01,343.0
SKU-002-BEVERAGE,2024-04-02,360.6
SKU-002-BEVERAGE,2024-04-03,293.5
SKU-002-BEVERAGE,2024-04-04,305.6
SKU-002-BEVERAGE,2024-04-05,261.1
SKU-002-BEVERAGE,2024-04-06,279.1
SKU-002-BEVERAGE,2024-04-07,319.8
SKU-002-BEVERAGE,2024-04-08,351.7
SKU-002-BEVERAGE,2024-04-09,335.9
SKU-002-BEVERAGE,2024-04-10,298.4
SKU-002-BEVERAGE,2024-04-11,236.6
SKU-002-BEVERAGE,2024-04-12,242.4
SKU-002-BEVERAGE,2024-04-13,284.0
SKU-002-BEVERAGE,2024-04-14,337.5
SKU-002-BEVERAGE,2024-04-15,368.9
SKU-002-BEVERAGE,2024-04-16,286.3
SKU-002-BEVERAGE,2024-04-17,295.4
SKU-002-BEVERAGE,2024-04-18,261.9
SKU-002-BEVERAGE,2024-04-19,266.8
SKU-002-BEVERAGE,2024-04-20,299.1
SKU-002-BEVERAGE,2024-04-21,314.7
SKU-002-BEVERAGE,2024-04-22,324.1
SKU-002-BEVERAGE,2024-04-23,355.1
SKU-002-BEVERAGE,2024-04-24,317.9
SKU-002-BEVERAGE,2024-04-25,268.6
SKU-002-BEVERAGE,2024-04-26,272.4
SKU-002-BEVERAGE,2024-04-27,288.3
SKU-002-BEVERAGE,2024-04-28,310.1
SKU-002-BEVERAGE,2024-04-29,366.0
SKU-002-BEVERAGE,2024-04-30,329.7
SKU-002-BEVERAGE,2024-05-01,288.9
SKU-002-BEVERAGE,2024-05-02,270.6
SKU-002-BEVERAGE,2024-05-03,310.1
SKU-002-BEVERAGE,2024-05-04,314.3
SKU-002-BEVERAGE,2024-05-05,345.5
SKU-002-BEVERAGE,2024-05-06,360.7
SKU-002-BEVERAGE,2024-05-07,362.8
SKU-002-BEVERAGE,2024-05-08,327.8
SKU-002-BEVERAGE,2024-05-09,262.4
SKU-002-BEVERAGE,2024-05-10,280.1
SKU-002-BEVERAGE,2024-05-11,298.7
SKU-002-BEVERAGE,2024-05-12,349.4
SKU-002-BEVERAGE,2024-05-13,362.1
SKU-002-BEVERAGE,2024-05-14,314.2
SKU-002-BEVERAGE,2024-05-15,339.5
SKU-002-BEVERAGE,2024-05-16,295.0
SKU-002-BEVERAGE,2024-05-17,256.3
SKU-002-BEVERAGE,2024-05-18,335.3
SKU-002-BEVERAGE,2024-05-19,351.3
SKU-002-BEVERAGE,2024-05-20,375.4
SKU-002-BEVERAGE,2024-05-21,354.8
SKU-002-BEVERAGE,2024-05-22,324.4
SKU-002-BEVERAGE,2024-05-23,283.9
SKU-002-BEVERAGE,2024-05-24,260.5
SKU-002-BEVERAGE,2024-05-25,305.6
SKU-002-BEVERAGE,2024-05-26,354.9
SKU-002-BEVERAGE,2024-05-27,369.8
SKU-002-BEVERAGE,2024-05-28,368.6
SKU-002-BEVERAGE,2024-05-29,321.9
SKU-002-BEVERAGE,2024-05-30,254.1
SKU-002-BEVERAGE,2024-05-31,306.6
SKU-002-BEVERAGE,2024-06-01,304.0
SKU-002-BEVERAGE,2024-06-02,328.7
SKU-002-BEVERAGE,2024-06-03,364.9
SKU-002-BEVERAGE,2024-06-04,333.0
SKU-002-BEVERAGE,2024-06-05,331.6
SKU-002-BEVERAGE,2024-06-06,279.6
SKU-002-BEVERAGE,2024-06-07,329.8
SKU-002-BEVERAGE,2024-06-08,315.3
SKU-002-BEVERAGE,2024-06-09,344.0
SKU-002-BEVERAGE,2024-06-10,359.5
SKU-002-BEVERAGE,2024-06-11,319.1
SKU-002-BEVERAGE,2024-06-12,309.6
SKU-002-BEVERAGE,2024-06-13,283.1
SKU-002-BEVERAGE,2024-06-14,288.5
SKU-002-BEVERAGE,2024-06-15,279.4
SKU-002-BEVERAGE,2024-06-16,355.1
SKU-002-BEVERAGE,2024-06-17,395.2
SKU-002-BEVERAGE,2024-06-18,350.9
SKU-002-BEVERAGE,2024-06-19,324.6
SKU-002-BEVERAGE,2024-06-20,304.7
SKU-002-BEVERAGE,2024-06-21,279.7
SKU-002-BEVERAGE,2024-06-22,311.7
SKU-002-BEVERAGE,2024-06-23,371.5
SKU-002-BEVERAGE,2024-06-24,374.6
SKU-002-BEVERAGE,2024-06-25,335.7
SKU-002-BEVERAGE,2024-06-26,292.1
SKU-002-BEVERAGE,2024-06-27,338.0
SKU-002-BEVERAGE,2024-06-28,301.6
SKU-002-BEVERAGE,2024-06-29,289.7
SKU-002-BEVERAGE,2024-06-30,355.7
SKU-002-BEVERAGE,2024-07-01,382.3
SKU-002-BEVERAGE,2024-07-02,359.0
SKU-002-BEVERAGE,2024-07-03,289.0
SKU-002-BEVERAGE,2024-07-04,327.7
SKU-002-BEVERAGE,2024-07-05,302.7
SKU-002-BEVERAGE,2024-07-06,313.4
SKU-002-BEVERAGE,2024-07-07,363.4
SKU-002-BEVERAGE,2024-07-08,363.7
SKU-002-BEVERAGE,2024-07-09,348.5
SKU-002-BEVERAGE,2024-07-10,337.4
SKU-002-BEVERAGE,2024-07-11,255.7
SKU-002-BEVERAGE,2024-07-12,307.5
SKU-002-BEVERAGE,2024-07-13,321.6
SKU-002-BEVERAGE,2024-07-14,362.0
SKU-002-BEVERAGE,2024-07-15,381.6
SKU-002-BEVERAGE,2024-07-16,380.2
SKU-002-BEVERAGE,2024-07-17,344.4
SKU-002-BEVERAGE,2024-07-18,305.1
SKU-002-BEVERAGE,2024-07-19,278.8
SKU-002-BEVERAGE,2024-07-20,323.6
SKU-002-BEVERAGE,2024-07-21,335.9
SKU-002-BEVERAGE,2024-07-22,343.9
SKU-002-BEVERAGE,2024-07-23,356.4
SKU-002-BEVERAGE,2024-07-24,320.8
SKU-002-BEVERAGE,2024-07-25,306.8
SKU-002-BEVERAGE,2024-07-26,242.7
SKU-002-BEVERAGE,2024-07-27,317.8
SKU-002-BEVERAGE,2024-07-28,352.8
SKU-002-BEVERAGE,2024-07-29,359.2
SKU-002-BEVERAGE,2024-07-30,370.8
SKU-002-BEVERAGE,2024-07-31,293.7
SKU-002-BEVERAGE,2024-08-01,286.7
SKU-002-BEVERAGE,2024-08-02,270.5
SKU-002-BEVERAGE,2024-08-03,301.9
SKU-002-BEVERAGE,2024-08-04,317.9
SKU-002-BEVERAGE,2024-08-05,349.6
SKU-002-BEVERAGE,2024-08-06,351.0
SKU-002-BEVERAGE,2024-08-07,306.8
SKU-002-BEVERAGE,2024-08-08,281.6
SKU-002-BEVERAGE,2024-08-09,258.0
SKU-002-BEVERAGE,2024-08-10,325.8
SKU-002-BEVERAGE,2024-08-11,317.5
SKU-002-BEVERAGE,2024-08-12,347.0
SKU-002-BEVERAGE,2024-08-13,343.8
SKU-002-BEVERAGE,2024-08-14,295.7
SKU-002-BEVERAGE,2024-08-15,283.4
SKU-002-BEVERAGE,2024-08-16,269.8
SKU-002-BEVERAGE,2024-08-17,322.1
SKU-002-BEVERAGE,2024-08-18,334.4
SKU-002-BEVERAGE,2024-08-19,348.0
SKU-002-BEVERAGE,2024-08-20,312.2
SKU-002-BEVERAGE,2024-08-21,301.4
SKU-002-BEVERAGE,2024-08-22,281.7
SKU-002-BEVERAGE,2024-08-23,267.6
SKU-002-BEVERAGE,2024-08-24,267.6
SKU-002-BEVERAGE,2024-08-25,308.0
SKU-002-BEVERAGE,2024-08-26,330.1
SKU-002-BEVERAGE,2024-08-27,320.9
SKU-002-BEVERAGE,2024-08-28,261.1
SKU-002-BEVERAGE,2024-08-29,291.0
SKU-002-BEVERAGE,2024-08-30,251.6
SKU-002-BEVERAGE,2024-08-31,280.1
SKU-002-BEVERAGE,2024-09-01,303.3
SKU-002-BEVERAGE,2024-09-02,326.9
SKU-002-BEVERAGE,2024-09-03,348.8
SKU-002-BEVERAGE,2024-09-04,262.4
SKU-002-BEVERAGE,2024-09-05,240.7
SKU-002-BEVERAGE,2024-09-06,227.8
SKU-002-BEVERAGE,2024-09-07,261.2
SKU-002-BEVERAGE,2024-09-08,332.4
SKU-002-BEVERAGE,2024-09-09,309.4
SKU-002-BEVERAGE,2024-09-10,298.8
SKU-002-BEVERAGE,2024-09-11,240.0
SKU-002-BEVERAGE,2024-09-12,236.8
SKU-002-BEVERAGE,2024-09-13,244.0
SKU-002-BEVERAGE,2024-09-14,255.6
SKU-002-BEVERAGE,2024-09-15,290.6
SKU-002-BEVERAGE,2024-09-16,328.7
SKU-002-BEVERAGE,2024-09-17,310.0
SKU-002-BEVERAGE,2024-09-18,264.4
SKU-002-BEVERAGE,2024-09-19,222.5
SKU-002-BEVERAGE,2024-09-20,206.0
SKU-002-BEVERAGE,2024-09-21,288.5
SKU-002-BEVERAGE,2024-09-22,263.2
SKU-002-BEVERAGE,2024-09-23,319.3
SKU-002-BEVERAGE,2024-09-24,290.3
SKU-002-BEVERAGE,2024-09-25,246.5
SKU-002-BEVERAGE,2024-09-26,246.3
SKU-002-BEVERAGE,2024-09-27,213.5
SKU-002-BEVERAGE,2024-09-28,274.4
SKU-002-BEVERAGE,2024-09-29,266.3
SKU-002-BEVERAGE,2024-09-30,310.2
SKU-002-BEVERAGE,2024-10-01,310.8
SKU-002-BEVERAGE,2024-10-02,236.0
SKU-002-BEVERAGE,2024-10-03,262.1
SKU-002-BEVERAGE,2024-10-04,236.3
SKU-002-BEVERAGE,2024-10-05,205.4
SKU-002-BEVERAGE,2024-10-06,304.1
SKU-002-BEVERAGE,2024-10-07,329.9
SKU-002-BEVERAGE,2024-10-08,276.9
SKU-002-BEVERAGE,2024-10-09,244.1
SKU-002-BEVERAGE,2024-10-10,224.9
SKU-002-BEVERAGE,2024-10-11,180.5
SKU-002-BEVERAGE,2024-10-12,242.5
SKU-002-BEVERAGE,2024-10-13,290.1
SKU-002-BEVERAGE,2024-10-14,279.7
SKU-002-BEVERAGE,2024-10-15,296.2
SKU-002-BEVERAGE,2024-10-16,282.0
SKU-002-BEVERAGE,2024-10-17,177.2
SKU-002-BEVERAGE,2024-10-18,176.8
SKU-002-BEVERAGE,2024-10-19,221.5
SKU-002-BEVERAGE,2024-10-20,279.4
SKU-002-BEVERAGE,2024-10-21,291.3
SKU-002-BEVERAGE,2024-10-22,254.3
SKU-002-BEVERAGE,2024-10-23,216.5
SKU-002-BEVERAGE,2024-10-24,194.5
SKU-002-BEVERAGE,2024-10-25,235.4
SKU-002-BEVERAGE,2024-10-26,212.3
SKU-002-BEVERAGE,2024-10-27,252.7
SKU-002-BEVERAGE,2024-10-28,297.1
SKU-002-BEVERAGE,2024-10-29,261.5
SKU-002-BEVERAGE,2024-10-30,214.6
SKU-002-BEVERAGE,2024-10-31,229.3
SKU-002-BEVERAGE,2024-11-01,206.5
SKU-002-BEVERAGE,2024-11-02,213.0
SKU-002-BEVERAGE,2024-11-03,252.3
SKU-002-BEVERAGE,2024-11-04,292.8
SKU-002-BEVERAGE,2024-11-05,256.0
SKU-002-BEVERAGE,2024-11-06,233.7
SKU-002-BEVERAGE,2024-11-07,216.0
SKU-002-BEVERAGE,2024-11-08,215.1
SKU-002-BEVERAGE,2024-11-09,188.9
SKU-002-BEVERAGE,2024-11-10,247.2
SKU-002-BEVERAGE,2024-11-11,266.8
SKU-002-BEVERAGE,2024-11-12,261.6
SKU-002-BEVERAGE,2024-11-13,240.1
SKU-002-BEVERAGE,2024-11-14,218.4
SKU-002-BEVERAGE,2024-11-15,186.2
SKU-002-BEVERAGE,2024-11-16,199.6
SKU-002-BEVERAGE,2024-11-17,257.2
SKU-002-BEVERAGE,2024-11-18,259.8
SKU-002-BEVERAGE,2024-11-19,288.9
SKU-002-BEVERAGE,2024-11-20,230.6
SKU-002-BEVERAGE,2024-11-21,196.3
SKU-002-BEVERAGE,2024-11-22,210.6
SKU-002-BEVERAGE,2024-11-23,206.0
SKU-002-BEVERAGE,2024-11-24,245.8
SKU-002-BEVERAGE,2024-11-25,265.9
SKU-002-BEVERAGE,2024-11-26,267.9
SKU-002-BEVERAGE,2024-11-27,246.3
SKU-002-BEVERAGE,2024-11-28,208.3
SKU-002-BEVERAGE,2024-11-29,205.2
SKU-002-BEVERAGE,2024-11-30,212.9
SKU-002-BEVERAGE,2024-12-01,257.9
SKU-002-BEVERAGE,2024-12-02,264.1
SKU-002-BEVERAGE,2024-12-03,276.4
SKU-002-BEVERAGE,2024-12-04,210.9
SKU-002-BEVERAGE,2024-12-05,192.3
SKU-002-BEVERAGE,2024-12-06,195.5
SKU-002-BEVERAGE,2024-12-07,230.9
SKU-002-BEVERAGE,2024-12-08,238.0
SKU-002-BEVERAGE,2024-12-09,264.2
SKU-002-BEVERAGE,2024-12-10,240.8
SKU-002-BEVERAGE,2024-12-11,198.3
SKU-002-BEVERAGE,2024-12-12,213.7
SKU-002-BEVERAGE,2024-12-13,200.0
SKU-002-BEVERAGE,2024-12-14,190.3
SKU-002-BEVERAGE,2024-12-15,234.2
SKU-002-BEVERAGE,2024-12-16,279.3
SKU-002-BEVERAGE,2024-12-17,245.6
SKU-002-BEVERAGE,2024-12-18,204.6
SKU-002-BEVERAGE,2024-12-19,217.8
SKU-002-BEVERAGE,2024-12-20,184.2
SKU-002-BEVERAGE,2024-12-21,212.1
SKU-002-BEVERAGE,2024-12-22,263.5
SKU-002-BEVERAGE,2024-12-23,258.0
SKU-002-BEVERAGE,2024-12-24,258.8
SKU-002-BEVERAGE,2024-12-25,228.4
SKU-002-BEVERAGE,2024-12-26,210.7
SKU-002-BEVERAGE,2024-12-27,181.8
SKU-002-BEVERAGE,2024-12-28,240.6
SKU-002-BEVERAGE,2024-12-29,261.9
SKU-002-BEVERAGE,2024-12-30,305.8
SKU-002-BEVERAGE,2024-12-31,265.0
SKU-002-BEVERAGE,2025-01-01,218.6
SKU-002-BEVERAGE,2025-01-02,190.4
SKU-002-BEVERAGE,2025-01-03,177.7
SKU-002-BEVERAGE,2025-01-04,224.0
SKU-002-BEVERAGE,2025-01-05,257.7
SKU-002-BEVERAGE,2025-01-06,292.8
SKU-002-BEVERAGE,2025-01-07,265.9
SKU-002-BEVERAGE,2025-01-08,216.5
SKU-002-BEVERAGE,2025-01-09,222.2
SKU-002-BEVERAGE,2025-01-10,194.0
SKU-002-BEVERAGE,2025-01-11,232.8
SKU-002-BEVERAGE,2025-01-12,289.2
SKU-002-BEVERAGE,2025-01-13,303.7
SKU-002-BEVERAGE,2025-01-14,255.3
SKU-002-BEVERAGE,2025-01-15,233.9
SKU-002-BEVERAGE,2025-01-16,232.3
SKU-002-BEVERAGE,2025-01-17,224.1
SKU-002-BEVERAGE,2025-01-18,242.3
SKU-002-BEVERAGE,2025-01-19,283.6
SKU-002-BEVERAGE,2025-01-20,246.4
SKU-002-BEVERAGE,2025-01-21,268.0
SKU-002-BEVERAGE,2025-01-22,214.9
SKU-002-BEVERAGE,2025-01-23,201.5
SKU-002-BEVERAGE,2025-01-24,204.4
SKU-002-BEVERAGE,2025-01-25,246.2
SKU-002-BEVERAGE,2025-01-26,293.9
SKU-002-BEVERAGE,2025-01-27,304.9
SKU-002-BEVERAGE,2025-01-28,283.6
SKU-002-BEVERAGE,2025-01-29,239.8
SKU-002-BEVERAGE,2025-01-30,241.6
SKU-002-BEVERAGE,2025-01-31,221.6
SKU-002-BEVERAGE,2025-02-01,211.2
SKU-002-BEVERAGE,2025-02-02,277.1
SKU-002-BEVERAGE,2025-02-03,305.5
SKU-002-BEVERAGE,2025-02-04,267.0
SKU-002-BEVERAGE,2025-02-05,256.1
SKU-002-BEVERAGE,2025-02-06,251.9
SKU-002-BEVERAGE,2025-02-07,218.3
SKU-002-BEVERAGE,2025-02-08,248.4
SKU-002-BEVERAGE,2025-02-09,283.8
SKU-002-BEVERAGE,2025-02-10,285.1
SKU-002-BEVERAGE,2025-02-11,282.3
SKU-002-BEVERAGE,2025-02-12,240.3
SKU-002-BEVERAGE,2025-02-13,225.6
SKU-002-BEVERAGE,2025-02-14,214.9
SKU-002-BEVERAGE,2025-02-15,273.4
SKU-002-BEVERAGE,2025-02-16,289.2
SKU-002-BEVERAGE,2025-02-17,324.9
SKU-002-BEVERAGE,2025-02-18,274.8
SKU-002-BEVERAGE,2025-02-19,265.2
SKU-002-BEVERAGE,2025-02-20,248.4
SKU-002-BEVERAGE,2025-02-21,249.2
SKU-002-BEVERAGE,2025-02-22,251.9
SKU-002-BEVERAGE,2025-02-23,296.6
SKU-002-BEVERAGE,2025-02-24,318.8
SKU-002-BEVERAGE,2025-02-25,298.9
SKU-002-BEVERAGE,2025-02-26,265.4
SKU-002-BEVERAGE,2025-02-27,255.0
SKU-002-BEVERAGE,2025-02-28,222.6
SKU-002-BEVERAGE,2025-03-01,237.8
SKU-002-BEVERAGE,2025-03-02,297.3
SKU-002-BEVERAGE,2025-03-03,329.7
SKU-002-BEVERAGE,2025-03-04,271.3
SKU-002-BEVERAGE,2025-03-05,305.3
SKU-002-BEVERAGE,2025-03-06,255.0
SKU-002-BEVERAGE,2025-03-07,262.5
SKU-002-BEVERAGE,2025-03-08,263.3
SKU-002-BEVERAGE,2025-03-09,313.2
SKU-002-BEVERAGE,2025-03-10,365.5
SKU-002-BEVERAGE,2025-03-11,354.5
SKU-002-BEVERAGE,2025-03-12,300.0
SKU-002-BEVERAGE,2025-03-13,256.1
SKU-002-BEVERAGE,2025-03-14,257.9
SKU-002-BEVERAGE,2025-03-15,310.5
SKU-002-BEVERAGE,2025-03-16,309.0
SKU-002-BEVERAGE,2025-03-17,323.3
SKU-002-BEVERAGE,2025-03-18,326.0
SKU-002-BEVERAGE,2025-03-19,312.9
SKU-002-BEVERAGE,2025-03-20,249.3
SKU-002-BEVERAGE,2025-03-21,273.9
